18 31 30
18 31 31
18 32 30
18 32 31
18 33 30
18 33 31
19 30 30
19 30 31
19 30 32
19 31 29
19 31 30
19 31 31
19 31 32
19 32 29
19 32 30
19 32 31
19 32 32
19 33 29
19 33 30
19 33 31
19 33 32
20 30 30
20 30 31
20 30 32
20 31 29
20 31 30
20 31 31
20 31 32
20 32 29
20 32 30
20 32 31
20 32 32
20 33 29
20 33 30
20 33 31
20 33 32
21 29 30
21 29 31
21 29 32
21 30 29
21 30 30
21 30 31
21 30 32
21 31 29
21 31 30
21 31 31
21 31 32
21 31 33
21 32 29
21 32 30
21 32 31
21 32 32
21 32 33
21 33 29
21 33 30
21 33 31
21 33 32
21 34 30
21 34 31
22 29 30
22 29 31
22 29 32
22 30 29
22 30 30
22 30 31
22 30 32
22 30 33
22 31 29
22 31 30
22 31 31
22 31 32
22 31 33
22 32 29
22 32 30
22 32 31
22 32 32
22 32 33
22 33 29
22 33 30
22 33 31
22 33 32
22 34 30
22 34 31
23 29 30
23 29 31
23 29 32
23 30 29
23 30 30
23 30 31
23 30 32
23 30 33
23 31 29
23 31 30
23 31 31
23 31 32
23 31 33
23 32 29
23 32 30
23 32 31
23 32 32
23 32 33
23 33 29
23 33 30
23 33 31
23 33 32
23 33 33
23 34 30
23 34 31
23 34 32
24 29 30
24 29 31
24 29 32
24 29 33
24 30 29
24 30 30
24 30 31
24 30 32
24 30 33
24 31 29
24 31 30
24 31 31
24 31 32
24 31 33
24 32 29
24 32 30
24 32 31
24 32 32
24 32 33
24 33 29
24 33 30
24 33 31
24 33 32
24 33 33
24 34 30
24 34 31
24 34 32
25 29 30
25 29 31
25 29 32
25 29 33
25 30 29
25 30 30
25 30 31
25 30 32
25 30 33
25 31 29
25 31 30
25 31 31
25 31 32
25 31 33
25 32 29
25 32 30
25 32 31
25 32 32
25 32 33
25 33 29
25 33 30
25 33 31
25 33 32
25 33 33
25 34 30
25 34 31
25 34 32
26 29 30
26 29 31
26 29 32
26 29 33
26 30 29
26 30 30
26 30 31
26 30 32
26 30 33
26 30 34
26 31 29
26 31 30
26 31 31
26 31 32
26 31 33
26 31 34
26 32 29
26 32 30
26 32 31
26 32 32
26 32 33
26 32 34
26 33 29
26 33 30
26 33 31
26 33 32
26 33 33
26 34 30
26 34 31
26 34 32
27 29 30
27 29 31
27 29 32
27 29 33
27 30 29
27 30 30
27 30 31
27 30 32
27 30 33
27 30 34
27 31 29
27 31 30
27 31 31
27 31 32
27 31 33
27 31 34
27 32 29
27 32 30
27 32 31
27 32 32
27 32 33
27 32 34
27 33 29
27 33 30
27 33 31
27 33 32
27 33 33
27 34 30
27 34 31
27 34 32
28 29 30
28 29 31
28 29 32
28 29 33
28 30 29
28 30 30
28 30 31
28 30 32
28 30 33
28 30 34
28 31 29
28 31 30
28 31 31
28 31 32
28 31 33
28 31 34
28 32 29
28 32 30
28 32 31
28 32 32
28 32 33
28 32 34
28 33 29
28 33 30
28 33 31
28 33 32
28 33 33
28 34 30
28 34 31
28 34 32
29 29 30
29 29 31
29 29 32
29 29 33
29 30 29
29 30 30
29 30 31
29 30 32
29 30 33
29 30 34
29 31 29
29 31 30
29 31 31
29 31 32
29 31 33
29 31 34
29 32 29
29 32 30
29 32 31
29 32 32
29 32 33
29 32 34
29 33 29
29 33 30
29 33 31
29 33 32
29 33 33
29 34 30
29 34 31
29 34 32
30 29 30
30 29 31
30 29 32
30 29 33
30 30 30
30 30 31
30 30 32
30 30 33
30 30 34
30 31 29
30 31 30
30 31 31
30 31 32
30 31 33
30 31 34
30 32 29
30 32 30
30 32 31
30 32 32
30 32 33
30 32 34
30 33 29
30 33 30
30 33 31
30 33 32
30 33 33
30 34 30
30 34 31
30 34 32
31 29 31
31 29 32
31 30 30
31 30 31
31 30 32
31 30 33
31 31 29
31 31 30
31 31 31
31 31 32
31 31 33
31 31 34
31 32 29
31 32 30
31 32 31
31 32 32
31 32 33
31 32 34
31 33 29
31 33 30
31 33 31
31 33 32
31 33 33
31 34 30
31 34 31
31 34 32
32 29 31
32 29 32
32 30 30
32 30 31
32 30 32
32 30 33
32 31 29
32 31 30
32 31 31
32 31 32
32 31 33
32 32 29
32 32 30
32 32 31
32 32 32
32 32 33
32 33 29
32 33 30
32 33 31
32 33 32
32 33 33
32 34 30
32 34 31
32 34 32
33 29 31
33 29 32
33 30 30
33 30 31
33 30 32
33 30 33
33 31 29
33 31 30
33 31 31
33 31 32
33 31 33
33 32 29
33 32 30
33 32 31
33 32 32
33 32 33
33 33 29
33 33 30
33 33 31
33 33 32
33 33 33
33 34 30
33 34 31
33 34 32
34 29 31
34 29 32
34 30 30
34 30 31
34 30 32
34 30 33
34 31 29
34 31 30
34 31 31
34 31 32
34 31 33
34 32 29
34 32 30
34 32 31
34 32 32
34 32 33
34 33 29
34 33 30
34 33 31
34 33 32
34 33 33
34 34 30
34 34 31
34 34 32
35 30 30
35 30 31
35 30 32
35 30 33
35 31 30
35 31 31
35 31 32
35 31 33
35 32 30
35 32 31
35 32 32
35 32 33
35 33 30
35 33 31
35 33 32
35 33 33
35 34 30
35 34 31
35 34 32
36 30 30
36 30 31
36 30 32
36 30 33
36 31 30
36 31 31
36 31 32
36 31 33
36 32 30
36 32 31
36 32 32
36 32 33
36 33 30
36 33 31
36 33 32
36 33 33
36 34 30
36 34 31
36 34 32
37 30 30
37 30 31
37 30 32
37 31 30
37 31 31
37 31 32
37 32 30
37 32 31
37 32 32
37 33 30
37 33 31
37 33 32
37 34 30
37 34 31
37 34 32
38 30 30
38 30 31
38 30 32
38 31 30
38 31 31
38 31 32
38 32 30
38 32 31
38 32 32
38 33 30
38 33 31
38 33 32
38 34 30
38 34 31
39 30 30
39 30 31
39 30 32
39 31 30
39 31 31
39 31 32
39 32 30
39 32 31
39 32 32
39 33 30
39 33 31
39 33 32
40 30 30
40 30 31
40 30 32
40 31 30
40 31 31
40 31 32
40 32 30
40 32 31
40 32 32
40 33 30
40 33 31
40 33 32
41 30 30
41 30 31
41 30 32
41 31 30
41 31 31
41 31 32
41 32 30
41 32 31
41 32 32
41 33 30
41 33 31
41 33 32
42 30 30
42 30 31
42 30 32
42 31 30
42 31 31
42 31 32
42 32 30
42 32 31
42 32 32
42 33 30
42 33 31
42 33 32
43 30 30
43 30 31
43 30 32
43 31 30
43 31 31
43 31 32
43 32 30
43 32 31
43 32 32
43 33 30
43 33 31
43 33 32
44 30 30
44 30 31
44 30 32
44 31 30
44 31 31
44 31 32
44 32 30
44 32 31
44 32 32
44 33 30
44 33 31
44 33 32
